Year,Destination,Origin,Refugees
2000,Ethiopia,Somalia,121096
2000,United Kingdom,Somalia,26891
2000,Iran (Islamic Rep. of),Afghanistan,1482000
2000,Iran (Islamic Rep. of),Iraq,386000
2000,Kenya,Sudan,55585
2000,Kenya,Somalia,137376
2000,Netherlands,Afghanistan,23629
2000,Netherlands,Iraq,25284
2000,Pakistan,Afghanistan,2000000
2000,Rwanda,Dem. Rep. of the Congo,27441
2000,Sudan,Ethiopia,34132
2000,Sweden,Iraq,25570
2000,Thailand,Myanmar,104569
2000,United Rep. of Tanzania,Burundi,538448
2000,United Rep. of Tanzania,Dem. Rep. of the Congo,110412
2000,United Rep. of Tanzania,Rwanda,27372
2000,Uganda,Sudan,212156
2000,United States of America,Somalia,34005
2000,United States of America,Viet Nam,49008
2000,Yemen,Somalia,56524
2000,Zambia,Dem. Rep. of the Congo,45051
2001,Burundi,Dem. Rep. of the Congo,26670
2001,Bangladesh,Myanmar,22106
2001,Central African Rep.,Sudan,36345
2001,China,Viet Nam,295276
2001,Dem. Rep. of the Congo,Rwanda,30414
2001,Dem. Rep. of the Congo,Sudan,75009
2001,Congo,Dem. Rep. of the Congo,92778
2001,Djibouti,Somalia,21712
2001,Ethiopia,Sudan,80934
2001,Ethiopia,Somalia,67129
2001,United Kingdom,Somalia,31366
2001,Iran (Islamic Rep. of),Afghanistan,1482000
2001,Iran (Islamic Rep. of),Iraq,386000
2001,Kenya,Sudan,69804
2001,Kenya,Somalia,144349
2001,Netherlands,Afghanistan,26024
2001,Netherlands,Iraq,25978
2001,Pakistan,Afghanistan,2197821
2001,Rwanda,Dem. Rep. of the Congo,33064
2001,Sweden,Iraq,25889
2001,Thailand,Myanmar,110313
2001,United Rep. of Tanzania,Burundi,521180
2001,United Rep. of Tanzania,Dem. Rep. of the Congo,117516
2001,Uganda,Sudan,176766
2001,United States of America,Somalia,33750
2001,United States of America,Viet Nam,35110
2001,Yemen,Somalia,67485
2001,Zambia,Dem. Rep. of the Congo,56132
2002,Burundi,Dem. Rep. of the Congo,39762
2002,Bangladesh,Myanmar,21967
2002,Central African Rep.,Sudan,37375
2002,China,Viet Nam,297219
2002,Dem. Rep. of the Congo,Rwanda,20510
2002,Dem. Rep. of the Congo,Sudan,75781
2002,Congo,Dem. Rep. of the Congo,83515
2002,Germany,Afghanistan,52289
2002,Germany,Iraq,72697
2002,Germany,Viet Nam,26888
2002,Djibouti,Somalia,20251
2002,Ethiopia,Sudan,89952
2002,Ethiopia,Somalia,37532
2002,United Kingdom,Afghanistan,20305
2002,United Kingdom,Iraq,20580
2002,United Kingdom,Somalia,34131
2002,Iran (Islamic Rep. of),Afghanistan,1104909
2002,Iran (Islamic Rep. of),Iraq,201671
2002,Kenya,Sudan,57779
2002,Kenya,Somalia,155767
2002,Netherlands,Afghanistan,26001
2002,Netherlands,Iraq,26215
2002,Pakistan,Afghanistan,1226569
2002,Rwanda,Dem. Rep. of the Congo,29281
2002,Sweden,Iraq,25698
2002,Thailand,Myanmar,112238
2002,United Rep. of Tanzania,Burundi,540861
2002,United Rep. of Tanzania,Dem. Rep. of the Congo,140301
2002,Uganda,Sudan,188194
2002,United States of America,Somalia,28693
2002,United States of America,Viet Nam,30501
2002,Yemen,Somalia,80763
2002,Zambia,Dem. Rep. of the Congo,49160
2003,Burundi,Dem. Rep. of the Congo,40568
2003,Central African Rep.,Sudan,36479
2003,China,Viet Nam,299287
2003,Dem. Rep. of the Congo,Sudan,45060
2003,Congo,Dem. Rep. of the Congo,81004
2003,Germany,Afghanistan,46975
2003,Germany,Iraq,73489
2003,Germany,Viet Nam,25357
2003,Djibouti,Somalia,25474
2003,Ethiopia,Sudan,94899
2003,Ethiopia,Somalia,28276
2003,United Kingdom,Afghanistan,21718
2003,United Kingdom,Iraq,23421
2003,United Kingdom,Somalia,36106
2003,Iran (Islamic Rep. of),Afghanistan,834699
2003,Iran (Islamic Rep. of),Iraq,150196
2003,Kenya,Sudan,63197
2003,Kenya,Somalia,154272
2003,Netherlands,Afghanistan,26433
2003,Netherlands,Iraq,28640
2003,Pakistan,Afghanistan,1123647
2003,Rwanda,Dem. Rep. of the Congo,34725
2003,Sweden,Iraq,23918
2003,Chad,Sudan,110000
2003,Thailand,Myanmar,118762
2003,United Rep. of Tanzania,Burundi,494209
2003,United Rep. of Tanzania,Dem. Rep. of the Congo,150160
2003,Uganda,Sudan,198281
2003,United States of America,Somalia,25421
2003,United States of America,Viet Nam,21250
2003,Yemen,Somalia,59246
2003,Zambia,Dem. Rep. of the Congo,58405
2004,Burundi,Dem. Rep. of the Congo,48424
2004,Bangladesh,Myanmar,20402
2004,China,Viet Nam,299287
2004,Dem. Rep. of the Congo,Sudan,45226
2004,Congo,Dem. Rep. of the Congo,58834
2004,Germany,Afghanistan,38576
2004,Germany,Iraq,68071
2004,Germany,Viet Nam,21006
2004,Ethiopia,Sudan,90451
2004,United Kingdom,Afghanistan,22494
2004,United Kingdom,Iraq,22763
2004,United Kingdom,Somalia,36700
2004,Iran (Islamic Rep. of),Afghanistan,952802
2004,Iran (Islamic Rep. of),Iraq,93173
2004,Kenya,Sudan,67556
2004,Kenya,Somalia,153627
2004,Netherlands,Afghanistan,25907
2004,Netherlands,Iraq,27622
2004,Pakistan,Afghanistan,1290408
2004,Rwanda,Dem. Rep. of the Congo,45460
2004,Sweden,Iraq,22028
2004,Chad,Sudan,224924
2004,Thailand,Myanmar,120814
2004,United Rep. of Tanzania,Burundi,443706
2004,United Rep. of Tanzania,Dem. Rep. of the Congo,153474
2004,Uganda,Sudan,214673
2004,United States of America,Somalia,31110
2004,Yemen,Somalia,63511
2004,Zambia,Dem. Rep. of the Congo,66248
2005,Burundi,Dem. Rep. of the Congo,20359
2005,Bangladesh,Myanmar,21053
2005,China,Viet Nam,300897
2005,Dem. Rep. of the Congo,Rwanda,42360
2005,Congo,Dem. Rep. of the Congo,56380
2005,Germany,Afghanistan,31055
2005,Germany,Iraq,52922
2005,Germany,Viet Nam,30786
2005,Ethiopia,Sudan,73927
2005,United Kingdom,Afghanistan,22532
2005,United Kingdom,Iraq,22363
2005,United Kingdom,Somalia,36319
2005,Iran (Islamic Rep. of),Afghanistan,920248
2005,Iran (Islamic Rep. of),Iraq,54000
2005,Kenya,Sudan,76646
2005,Kenya,Somalia,150459
2005,Netherlands,Afghanistan,25086
2005,Netherlands,Iraq,26618
2005,Pakistan,Afghanistan,1084208
2005,Rwanda,Dem. Rep. of the Congo,41403
2005,Sweden,Iraq,21046
2005,Syrian Arab Rep.,Iraq,24874
2005,Chad,Sudan,228836
2005,Thailand,Myanmar,116499
2005,United Rep. of Tanzania,Burundi,393611
2005,United Rep. of Tanzania,Dem. Rep. of the Congo,150112
2005,Uganda,Dem. Rep. of the Congo,20564
2005,Uganda,Rwanda,20213
2005,Uganda,Sudan,212857
2005,United States of America,Somalia,34207
2005,Yemen,Somalia,78582
2005,Zambia,Dem. Rep. of the Congo,61243
2006,Australia,Sudan,21241
2006,Bangladesh,Myanmar,26268
2006,China,Viet Nam,300897
2006,Dem. Rep. of the Congo,Rwanda,37313
2006,Congo,Dem. Rep. of the Congo,46341
2006,Germany,Afghanistan,21879
2006,Germany,Iraq,36205
2006,Ethiopia,Sudan,66980
2006,United Kingdom,Afghanistan,23069
2006,United Kingdom,Iraq,21984
2006,United Kingdom,Somalia,34138
2006,Iran (Islamic Rep. of),Afghanistan,914260
2006,Iran (Islamic Rep. of),Iraq,54024
2006,Jordan,Iraq,500000
2006,Kenya,Sudan,73004
2006,Kenya,Somalia,173702
2006,Malaysia,Myanmar,21544
2006,Netherlands,Afghanistan,21357
2006,Netherlands,Iraq,21782
2006,Pakistan,Afghanistan,1043984
2006,Rwanda,Dem. Rep. of the Congo,46272
2006,Sweden,Iraq,23852
2006,Syrian Arab Rep.,Iraq,700000
2006,Chad,Sudan,233025
2006,Thailand,Myanmar,132241
2006,United Rep. of Tanzania,Burundi,352640
2006,United Rep. of Tanzania,Dem. Rep. of the Congo,127973
2006,Uganda,Dem. Rep. of the Congo,28766
2006,Uganda,Rwanda,21866
2006,Uganda,Sudan,215675
2006,United States of America,Ethiopia,24853
2006,United States of America,Sudan,28123
2006,United States of America,Somalia,72546
2006,United States of America,Viet Nam,45757
2006,Yemen,Somalia,91587
2006,Zambia,Dem. Rep. of the Congo,60874
2007,Burundi,Dem. Rep. of the Congo,23914
2007,Bangladesh,Myanmar,27544
2007,China,Viet Nam,300897
2007,Dem. Rep. of the Congo,Rwanda,29814
2007,Congo,Dem. Rep. of the Congo,27605
2007,Germany,Afghanistan,24236
2007,Germany,Iraq,34731
2007,Ethiopia,Sudan,35493
2007,Ethiopia,Somalia,25843
2007,United Kingdom,Afghanistan,23565
2007,United Kingdom,Iraq,22021
2007,United Kingdom,Somalia,33659
2007,Iran (Islamic Rep. of),Afghanistan,906071
2007,Iran (Islamic Rep. of),Iraq,57414
2007,Jordan,Iraq,500000
2007,Kenya,Sudan,45261
2007,Kenya,Somalia,192420
2007,Kuwait,Iraq,30131
2007,Lebanon,Iraq,50000
2007,Malaysia,Myanmar,29474
2007,Pakistan,Afghanistan,2034416
2007,Rwanda,Dem. Rep. of the Congo,50731
2007,Sweden,Iraq,30423
2007,Syrian Arab Rep.,Iraq,1500000
2007,Chad,Sudan,242555
2007,Thailand,Myanmar,124562
2007,United Rep. of Tanzania,Burundi,336277
2007,United Rep. of Tanzania,Dem. Rep. of the Congo,97099
2007,Uganda,Dem. Rep. of the Congo,41782
2007,Uganda,Sudan,162063
2007,Yemen,Somalia,110616
2007,Zambia,Dem. Rep. of the Congo,55434
2008,Burundi,Dem. Rep. of the Congo,20757
2008,Bangladesh,Myanmar,28337
2008,China,Viet Nam,300897
2008,Dem. Rep. of the Congo,Rwanda,22643
2008,Germany,Afghanistan,25108
2008,Germany,Iraq,38854
2008,Ethiopia,Sudan,25913
2008,Ethiopia,Somalia,33625
2008,United Kingdom,Afghanistan,23079
2008,United Kingdom,Iraq,21483
2008,United Kingdom,Somalia,31665
2008,Iran (Islamic Rep. of),Afghanistan,935595
2008,Iran (Islamic Rep. of),Iraq,44444
2008,Jordan,Iraq,500000
2008,Kenya,Ethiopia,22649
2008,Kenya,Sudan,28496
2008,Kenya,Somalia,259121
2008,Kuwait,Iraq,30193
2008,Lebanon,Iraq,50000
2008,Malaysia,Myanmar,33781
2008,Pakistan,Afghanistan,1780150
2008,Rwanda,Dem. Rep. of the Congo,52409
2008,Sweden,Iraq,32120
2008,Syrian Arab Rep.,Iraq,1100000
2008,Chad,Sudan,267966
2008,Thailand,Myanmar,111555
2008,United Rep. of Tanzania,Burundi,240480
2008,United Rep. of Tanzania,Dem. Rep. of the Congo,79706
2008,Uganda,Dem. Rep. of the Congo,76498
2008,Uganda,Sudan,56883
2008,Yemen,Somalia,132275
2008,Zambia,Dem. Rep. of the Congo,47329
2009,Burundi,Dem. Rep. of the Congo,24614
2009,Bangladesh,Myanmar,228557
2009,Central African Rep.,Dem. Rep. of the Congo,20899
2009,China,Viet Nam,300897
2009,Dem. Rep. of the Congo,Rwanda,80525
2009,Congo,Dem. Rep. of the Congo,103213
2009,Germany,Afghanistan,30320
2009,Germany,Iraq,49033
2009,Germany,Viet Nam,25215
2009,Ethiopia,Sudan,23516
2009,Ethiopia,Somalia,58980
2009,United Kingdom,Afghanistan,23658
2009,United Kingdom,Iraq,21287
2009,United Kingdom,Somalia,32299
2009,Iran (Islamic Rep. of),Afghanistan,1022494
2009,Iran (Islamic Rep. of),Iraq,47924
2009,Jordan,Iraq,450000
2009,Kenya,Sudan,20315
2009,Kenya,Somalia,310280
2009,Lebanon,Iraq,50000
2009,Malaysia,Myanmar,61412
2009,Pakistan,Afghanistan,1739935
2009,Rwanda,Dem. Rep. of the Congo,53647
2009,Sweden,Iraq,31558
2009,Syrian Arab Rep.,Iraq,1050000
2009,Chad,Sudan,262194
2009,Thailand,Myanmar,104107
2009,United Rep. of Tanzania,Burundi,53823
2009,United Rep. of Tanzania,Dem. Rep. of the Congo,63275
2009,Uganda,Dem. Rep. of the Congo,73175
2009,Uganda,Sudan,20836
2009,Yemen,Somalia,161468
2009,Zambia,Dem. Rep. of the Congo,21965
2010,Burundi,Dem. Rep. of the Congo,28957
2010,Bangladesh,Myanmar,229226
2010,China,Viet Nam,300897
2010,Dem. Rep. of the Congo,Rwanda,69836
2010,Congo,Dem. Rep. of the Congo,124244
2010,Germany,Afghanistan,30404
2010,Germany,Iraq,50432
2010,Germany,Viet Nam,24918
2010,Ethiopia,Sudan,25238
2010,Ethiopia,Somalia,81247
2010,United Kingdom,Afghanistan,23406
2010,United Kingdom,Somalia,23893
2010,Iran (Islamic Rep. of),Afghanistan,1027577
2010,Iran (Islamic Rep. of),Iraq,45708
2010,Jordan,Iraq,450000
2010,Kenya,Ethiopia,21253
2010,Kenya,Sudan,20528
2010,Kenya,Somalia,351773
2010,Malaysia,Myanmar,76120
2010,Pakistan,Afghanistan,1899842
2010,Rwanda,Dem. Rep. of the Congo,55027
2010,Sudan,Dem. Rep. of the Congo,20980
2010,Sweden,Iraq,29013
2010,Syrian Arab Rep.,Iraq,1000000
2010,Chad,Sudan,278257
2010,Thailand,Myanmar,95718
2010,United Rep. of Tanzania,Burundi,47350
2010,United Rep. of Tanzania,Dem. Rep. of the Congo,60186
2010,Uganda,Dem. Rep. of the Congo,81804
2010,Yemen,Somalia,179845
2011,Burundi,Dem. Rep. of the Congo,35213
2011,Bangladesh,Myanmar,229644
2011,China,Viet Nam,300897
2011,Dem. Rep. of the Congo,Rwanda,61481
2011,Congo,Dem. Rep. of the Congo,131648
2011,Germany,Afghanistan,30425
2011,Germany,Iraq,48976
2011,Germany,Viet Nam,24261
2011,Ethiopia,Sudan,45286
2011,Ethiopia,Somalia,185466
2011,Iran (Islamic Rep. of),Afghanistan,840451
2011,Iran (Islamic Rep. of),Iraq,45937
2011,Jordan,Iraq,450000
2011,Kenya,Ethiopia,21857
2011,Kenya,Somalia,517666
2011,Malaysia,Myanmar,81146
2011,Pakistan,Afghanistan,1701945
2011,Rwanda,Dem. Rep. of the Congo,54955
2011,South Sudan,Dem. Rep. of the Congo,22186
2011,South Sudan,Sudan,76845
2011,Sweden,Iraq,27367
2011,Syrian Arab Rep.,Iraq,750000
2011,Chad,Sudan,298311
2011,Thailand,Myanmar,88148
2011,United Rep. of Tanzania,Burundi,67549
2011,United Rep. of Tanzania,Dem. Rep. of the Congo,61913
2011,Uganda,Dem. Rep. of the Congo,81487
2011,Yemen,Somalia,204685
2012,Angola,Dem. Rep. of the Congo,20740
2012,Burundi,Dem. Rep. of the Congo,41349
2012,Bangladesh,Myanmar,230674
2012,China,Viet Nam,300897
2012,Dem. Rep. of the Congo,Rwanda,50736
2012,Congo,Dem. Rep. of the Congo,89424
2012,Germany,Afghanistan,31746
2012,Germany,Iraq,49829
2012,Germany,Viet Nam,23799
2012,Ethiopia,Sudan,27175
2012,Ethiopia,Somalia,223031
2012,Iran (Islamic Rep. of),Afghanistan,824087
2012,Iran (Islamic Rep. of),Iraq,44085
2012,Iraq,Syrian Arab Rep.,63586
2012,Jordan,Iraq,63037
2012,Jordan,Syrian Arab Rep.,238798
2012,Kenya,Ethiopia,22221
2012,Kenya,Somalia,512069
2012,Lebanon,Syrian Arab Rep.,126939
2012,Malaysia,Myanmar,84671
2012,Pakistan,Afghanistan,1637740
2012,Rwanda,Dem. Rep. of the Congo,57857
2012,South Sudan,Sudan,176834
2012,Sweden,Iraq,24741
2012,Syrian Arab Rep.,Iraq,471418
2012,Chad,Sudan,306960
2012,Thailand,Myanmar,83317
2012,Turkey,Syrian Arab Rep.,248466
2012,United Rep. of Tanzania,Burundi,35343
2012,United Rep. of Tanzania,Dem. Rep. of the Congo,63330
2012,Uganda,Dem. Rep. of the Congo,127021
2012,Yemen,Somalia,226909
2013,Angola,Dem. Rep. of the Congo,21104
2013,Burundi,Dem. Rep. of the Congo,45124
2013,Bangladesh,Myanmar,231125
2013,China,Viet Nam,300896
2013,Dem. Rep. of the Congo,Rwanda,43674
2013,Congo,Dem. Rep. of the Congo,31936
2013,Germany,Afghanistan,24203
2013,Germany,Iraq,40230
2013,Germany,Syrian Arab Rep.,21253
2013,Egypt,Syrian Arab Rep.,131659
2013,Ethiopia,Sudan,33582
2013,Ethiopia,Somalia,240825
2013,Iran (Islamic Rep. of),Afghanistan,814015
2013,Iran (Islamic Rep. of),Iraq,43268
2013,Iraq,Syrian Arab Rep.,212809
2013,Jordan,Iraq,55509
2013,Jordan,Syrian Arab Rep.,585304
2013,Kenya,Ethiopia,23524
2013,Kenya,Somalia,475304
2013,Lebanon,Syrian Arab Rep.,851284
2013,Malaysia,Myanmar,92287
2013,Pakistan,Afghanistan,1615876
2013,Rwanda,Dem. Rep. of the Congo,72988
2013,South Sudan,Sudan,208130
2013,Sweden,Iraq,24006
2013,Sweden,Somalia,20613
2013,Syrian Arab Rep.,Iraq,146200
2013,Chad,Sudan,352948
2013,Thailand,Myanmar,135476
2013,Turkey,Syrian Arab Rep.,585601
2013,United Rep. of Tanzania,Burundi,35183
2013,United Rep. of Tanzania,Dem. Rep. of the Congo,64569
2013,Uganda,Dem. Rep. of the Congo,155742
2013,Yemen,Somalia,230506
2013,South Africa,Somalia,20818
2014,Burundi,Dem. Rep. of the Congo,52631
2014,Bangladesh,Myanmar,232462
2014,China,Viet Nam,300896
2014,Dem. Rep. of the Congo,Rwanda,38028
2014,Congo,Dem. Rep. of the Congo,23376
2014,Germany,Afghanistan,27814
2014,Germany,Iraq,41167
2014,Germany,Syrian Arab Rep.,40994
2014,Egypt,Syrian Arab Rep.,138381
2014,Ethiopia,Sudan,35447
2014,Ethiopia,Somalia,245097
2014,Iran (Islamic Rep. of),Afghanistan,950000
2014,Iran (Islamic Rep. of),Iraq,32000
2014,Iraq,Syrian Arab Rep.,234196
2014,Jordan,Iraq,29263
2014,Jordan,Syrian Arab Rep.,623112
2014,Kenya,Ethiopia,21250
2014,Kenya,Somalia,424691
2014,Lebanon,Syrian Arab Rep.,1147494
2014,Malaysia,Myanmar,93866
2014,Pakistan,Afghanistan,1504912
2014,Rwanda,Dem. Rep. of the Congo,73400
2014,South Sudan,Sudan,225727
2014,Sweden,Iraq,24184
2014,Sweden,Somalia,21189
2014,Sweden,Syrian Arab Rep.,34285
2014,Syrian Arab Rep.,Iraq,146200
2014,Chad,Sudan,357711
2014,Thailand,Myanmar,128863
2014,Turkey,Syrian Arab Rep.,1557899
2014,United Rep. of Tanzania,Burundi,34313
2014,United Rep. of Tanzania,Dem. Rep. of the Congo,53881
2014,Uganda,Dem. Rep. of the Congo,178217
2014,Yemen,Somalia,244204
2014,South Africa,Dem. Rep. of the Congo,30125
2014,South Africa,Somalia,40133
2015,Burundi,Dem. Rep. of the Congo,53029
2015,Bangladesh,Myanmar,231948
2015,China,Viet Nam,300896
2015,Dem. Rep. of the Congo,Burundi,23163
2015,Dem. Rep. of the Congo,Rwanda,245052
2015,Germany,Afghanistan,30026
2015,Germany,Iraq,51396
2015,Germany,Syrian Arab Rep.,115604
2015,Egypt,Syrian Arab Rep.,117635
2015,Ethiopia,Sudan,37785
2015,Ethiopia,Somalia,256669
2015,Iran (Islamic Rep. of),Afghanistan,951142
2015,Iran (Islamic Rep. of),Iraq,28268
2015,Iraq,Syrian Arab Rep.,244642
2015,Jordan,Iraq,33256
2015,Jordan,Syrian Arab Rep.,628223
2015,Kenya,Ethiopia,21229
2015,Kenya,Somalia,417920
2015,Lebanon,Syrian Arab Rep.,1062690
2015,Malaysia,Myanmar,88637
2015,Pakistan,Afghanistan,1560592
2015,Rwanda,Burundi,70848
2015,Rwanda,Dem. Rep. of the Congo,73864
2015,South Sudan,Sudan,241002
2015,Sweden,Iraq,23886
2015,Sweden,Somalia,21501
2015,Sweden,Syrian Arab Rep.,52707
2015,Chad,Sudan,299750
2015,Thailand,Myanmar,106349
2015,Turkey,Iraq,24135
2015,Turkey,Syrian Arab Rep.,2503549
2015,United Rep. of Tanzania,Burundi,155755
2015,United Rep. of Tanzania,Dem. Rep. of the Congo,55803
2015,Uganda,Burundi,26256
2015,Uganda,Dem. Rep. of the Congo,201782
2015,Uganda,Somalia,27720
2015,Yemen,Somalia,253215
2015,South Africa,Dem. Rep. of the Congo,32582
2015,South Africa,Ethiopia,20324
2015,South Africa,Somalia,41458
2016,Austria,Afghanistan,20220
2016,Austria,Syrian Arab Rep.,30958
2016,Burundi,Dem. Rep. of the Congo,57055
2016,Bangladesh,Myanmar,276198
2016,China,Viet Nam,317098
2016,Dem. Rep. of the Congo,Burundi,36332
2016,Dem. Rep. of the Congo,Rwanda,245052
2016,Germany,Afghanistan,46292
2016,Germany,Iraq,86045
2016,Germany,Syrian Arab Rep.,375122
2016,Egypt,Syrian Arab Rep.,116013
2016,Ethiopia,Sudan,39896
2016,Ethiopia,Somalia,242014
2016,Iran (Islamic Rep. of),Afghanistan,951142
2016,Iran (Islamic Rep. of),Iraq,28268
2016,Iraq,Syrian Arab Rep.,230836
2016,Jordan,Iraq,33118
2016,Jordan,Syrian Arab Rep.,648836
2016,Kenya,Somalia,324448
2016,Lebanon,Syrian Arab Rep.,1005503
2016,Malaysia,Myanmar,87036
2016,Netherlands,Syrian Arab Rep.,28394
2016,Pakistan,Afghanistan,1352160
2016,Rwanda,Burundi,82886
2016,Rwanda,Dem. Rep. of the Congo,73147
2016,South Sudan,Sudan,241510
2016,Sweden,Iraq,21693
2016,Sweden,Somalia,22548
2016,Sweden,Syrian Arab Rep.,96914
2016,Chad,Sudan,312468
2016,Thailand,Myanmar,102633
2016,Turkey,Iraq,30398
2016,Turkey,Syrian Arab Rep.,2823987
2016,United Rep. of Tanzania,Burundi,230850
2016,United Rep. of Tanzania,Dem. Rep. of the Congo,50324
2016,Uganda,Burundi,41012
2016,Uganda,Dem. Rep. of the Congo,205363
2016,Uganda,Somalia,30689
2016,Yemen,Somalia,255121
2016,South Africa,Dem. Rep. of the Congo,26156
2016,South Africa,Somalia,28695
2016,Zambia,Dem. Rep. of the Congo,21338